SKU,DESCRIPTION,BRAND,CATG,GROUP,VENDOR,REPLACE_COST
BIBCHEERPQ,QUEEN BIB CHEER PLUSH,DIAMO,MATT,QUEEN,DIAMO,523.00
BIBCHEERPT,TWIN BIB CHEER PLUSH,DIAMO,MATT,TWIN,DIAMO,378.00
BIBCHEERPTXL,TWINXL BIB CHEER PLUSH,DIAMO,MATT,TWINXL,DIAMO,413.00
D-BP-Q,DIAMOND DISPLAY BODY PILLOW,DIAMO,PILLOW,PILLOW,DIAMO,0.00
DIAMONDBLK2CK,"SPLIT CK BB GENEVA BLK FND 2""",DIAMO,FOUND,SCKFND,DIAMO,68.00
DIAMONDBLK2F,"FULL BB GENEVA BLACK FND 2""",DIAMO,FOUND,FUFND,DIAMO,76.00
DIAMONDBLK2Q,"QUEEN BB GENEVA BLACK FND 2""",DIAMO,FOUND,QUFND,DIAMO,88.00
DIAMONDBLK2T,"TWIN BB GENEVA BLACK FND 2""",DIAMO,FOUND,TWFND,DIAMO,64.00
DIAMONDBLK2TXL,"TWINXL BB GENEVA BLACK FND 2""",DIAMO,FOUND,TXLFND,DIAMO,70.00
DIAMONDBLK4CK,"SPLIT CK LP GENEVA BLK FND 4""",DIAMO,FOUND,SCKFND,DIAMO,68.00
DIAMONDBLK4F,"FULL LP GENEVA BLACK FND 4""",DIAMO,FOUND,FUFND,DIAMO,76.00
DIAMONDBLK4FXL,"FULLXL LP BLACK DIAMO FND 4""",DIAMO,FOUND,FXLFND,DIAMO,98.00
DIAMONDBLK4Q,"QUEEN LP GENEVA BLACK FND 4""",DIAMO,FOUND,QUFND,DIAMO,88.00
DIAMONDBLK4T,"TWIN LP GENEVA BLACK FND 4""",DIAMO,FOUND,TWFND,DIAMO,64.00
DIAMONDBLK4TXL,"TWINXL LP GENEVA BLACK FND 4""",DIAMO,FOUND,TXLFND,DIAMO,70.00
DIAMONDBLKCK,"SPLIT CK GENEVA BLACK FND 8""",DIAMO,FOUND,SCKFND,DIAMO,68.00
DIAMONDBLKF,"FULL GENEVA BLACK FND 8""",DIAMO,FOUND,FUFND,DIAMO,70.00
DIAMONDBLKFXL,"FULLXL BLACK  DIAMOND FND 8""",DIAMO,FOUND,FXLFND,DIAMO,98.00
DIAMONDBLKQ,"QUEEN GENEVA BLACK FND 8""",DIAMO,FOUND,QUFND,DIAMO,88.00
DIAMONDBLKT,"TWIN GENEVA BLACK FND 8""",DIAMO,FOUND,TWFND,DIAMO,64.00
DIAMONDBLKTXL,"TWINXL GENEVA BLACK FND 8""",DIAMO,FOUND,TXLFND,DIAMO,70.00
DMA10M-1040,"FULLXL ALIGN 10"" GEL MEMORY",DIAMO,MATT,FULLXL,DIAMO,412.00
DMA10M-1110,"TWIN ALIGN 10"" GEL MEMORY",DIAMO,MATT,TWIN,DIAMO,313.00
DMA10M-1120,"TWINXL ALIGN 10"" GEL MEMORY",DIAMO,MATT,TWINXL,DIAMO,349.00
DMA10M-1130,"FULL ALIGN 10"" GEL MEMORY",DIAMO,MATT,FULL,DIAMO,391.00
DMA10M-1150,"QUEEN ALIGN 10"" GEL MEMORY",DIAMO,MATT,QUEEN,DIAMO,411.00
DMAL8M-1040,"FULLXL ALIGN 8"" GEL MEMORY",DIAMO,MATT,FULLXL,DIAMO,320.00
DMAL8M-1110,"TWIN ALIGN 8"" GEL MEMORY",DIAMO,MATT,TWIN,DIAMO,255.00
DMAL8M-1120,"TWINXL ALIGN 8"" GEL MEMORY",DIAMO,MATT,TWINXL,DIAMO,294.00
DMAL8M-1130,"FULL ALIGN 8"" GEL MEMORY",DIAMO,MATT,FULL,DIAMO,320.00
DMAL8M-1150,"QUEEN ALIGN 8"" GEL MEMORY",DIAMO,MATT,QUEEN,DIAMO,339.00
DMAL8M-1170,"CAKING ALIGN 8"" GEL MEMORY",DIAMO,MATT,CAKING,DIAMO,458.00
DMAL8M-1180,"E KING ALIGN 8"" GEL MEMORY",DIAMO,MATT,KING,DIAMO,458.00
DMALQF-1050,QUEEN ARISE QUILTED FIRM,DIAMO,MATT,QUEEN,DIAMO,435.00
DMALQF-1070,CAKING ARISE QUILTED FIRM,DIAMO,MATT,CAKING,DIAMO,585.00
DMALQF-1080,E KING ARISE QUILTED FIRM,DIAMO,MATT,KING,DIAMO,585.00
DMCLHF-1010,TWIN CLARITY HYBRID FIRM,DIAMO,MATT,TWIN,DIAMO,375.00
DMCLHF-1020,TWINXL CLARITY HYBRID FIRM,DIAMO,MATT,TWINXL,DIAMO,395.00
DMCLHF-1030,FULL CLARITY HYBRID FIRM,DIAMO,MATT,FULL,DIAMO,460.00
DMCLHF-1040,FULLXL CLARITY HYBRID FIRM,DIAMO,MATT,FULLXL,DIAMO,490.00
DMCLHF-1050,QUEEN CLARITY HYBRID FIRM,DIAMO,MATT,QUEEN,DIAMO,490.00
DMCLHF-1070,CAKING CLARITY HYBRID FIRM,DIAMO,MATT,CAKING,DIAMO,630.00
DMCLHF-1080,E KING CLARITY HYBRID FIRM,DIAMO,MATT,KING,DIAMO,630.00
DMCLHM-1010,TWIN CLARITY HYBRID MEDIUM,DIAMO,MATT,TWIN,DIAMO,375.00
DMCLHM-1020,TWINXL CLARITY HYBRID MEDIUM,DIAMO,MATT,TWINXL,DIAMO,395.00
DMCLHM-1030,FULL CLARITY HYBRID MEDIUM,DIAMO,MATT,FULL,DIAMO,460.00
DMCLHM-1050,QUEEN CLARITY HYBRID MEDIUM,DIAMO,MATT,QUEEN,DIAMO,490.00
DMCLHM-1070,CAKING CLARITY HYBRID MEDIUM,DIAMO,MATT,CAKING,DIAMO,630.00
DMCLHM-1080,E KING CLARITY HYBRID MEDIUM,DIAMO,MATT,KING,DIAMO,630.00
DMCLHP-1020,TWINXL CLARITY HYBRID PLUSH,DIAMO,MATT,TWINXL,DIAMO,395.00
DMCLHP-1070,CAKING CLARITY HYBRID PLUSH,DIAMO,MATT,CAKING,DIAMO,630.00
DMCLHP-1080,E KING CLARITY HYBRID PLUSH,DIAMO,MATT,KING,DIAMO,630.00
DMFLFM-1150,"QUEEN FLURRY HYBRID FIRM 14""",DIAMO,MATT,QUEEN,DIAMO,560.00
DMGLFF-1010,TWIN GLORY ALL-FOAM FIRM,DIAMO,MATT,TWIN,DIAMO,275.00
DMGLFF-1030,FULL GLORY ALL-FOAM FIRM,DIAMO,MATT,FULL,DIAMO,335.00
DMGLFF-1050,QUEEN GLORY ALL-FOAM FIRM,DIAMO,MATT,QUEEN,DIAMO,360.00
DMGLFF-1071,SPLIT CK GLORY ALL-FOAM FIRM,DIAMO,MATT,SPLCAK,DIAMO,295.00
DMGLFF-1080,E KING GLORY ALL-FOAM FIRM,DIAMO,MATT,KING,DIAMO,465.00
DMGLFM-1010,TWIN GLORY ALL-FOAM MEDIUM,DIAMO,MATT,TWIN,DIAMO,275.00
DMGLFM-1030,FULL GLORY ALL-FOAM MEDIUM,DIAMO,MATT,FULL,DIAMO,335.00
DMGLFM-1050,QUEEN GLORY ALL-FOAM MEDIUM,DIAMO,MATT,QUEEN,DIAMO,360.00
DMGLFM-1080,E KING GLORY ALL-FOAM MEDIUM,DIAMO,MATT,KING,DIAMO,465.00
DMGLFP-1040,FULLXL GLORY ALL-FOAM PLUSH,DIAMO,MATT,FULLXL,DIAMO,360.00
DMGLFP-1080,E KING GLORY ALL-FOAM PLUSH,DIAMO,MATT,KING,DIAMO,465.00
DMGRQF-1010,TWIN GRACE QUILTED FIRM,DIAMO,MATT,TWIN,DIAMO,240.00
DMGRQF-1050,QUEEN GRACE QUILTED FIRM,DIAMO,MATT,QUEEN,DIAMO,320.00
DMGRQM-1030,FULL GRACE QUILTED MEDIUM,DIAMO,MATT,FULL,DIAMO,300.00
DMGRQM-1050,QUEEN GRACE QUILTED MEDIUM,DIAMO,MATT,QUEEN,DIAMO,320.00
DMGRQM-1070,CAKING GRACE QUILTED MEDIUM,DIAMO,MATT,CAKING,DIAMO,420.00
DMGRQM-1080,E KING GRACE QUILTED MEDIUM,DIAMO,MATT,KING,DIAMO,420.00
DMINHY-1110,TWIN INDEPENDENCE MEDIUM,DIAMO,MATT,TWIN,DIAMO,210.00
DMINHY-1120,TWINXL INDEPENDENCE MEDIUM,DIAMO,MATT,TWINXL,DIAMO,220.00
DMINHY-1130,FULL INDEPENDENCE MEDIUM,DIAMO,MATT,FULL,DIAMO,250.00
DMINHY-1140,FULLXL INDEPENDENCE MEDIUM,DIAMO,MATT,FULLXL,DIAMO,285.00
DMINHY-1150,QUEEN INDEPENDENCE MEDIUM,DIAMO,MATT,QUEEN,DIAMO,285.00
DMINHY-1170,CAKING INDEPENDENCE MEDIUM,DIAMO,MATT,CAKING,DIAMO,405.00
DMINHY-1180,E KING INDEPENDENCE MEDIUM,DIAMO,MATT,KING,DIAMO,405.00
DMMBET-1010,TWIN MARBLE ET EXTRA-FIRM,DIAMO,MATT,TWIN,DIAMO,314.00
DMMBET-1020,TWINXL MARBLE ET EXTRA-FIRM,DIAMO,MATT,TWINXL,DIAMO,341.00
DMMBET-1030,FULL MARBLE ET EXTRA-FIRM,DIAMO,MATT,FULL,DIAMO,411.00
DMMBET-1040,FULLXL MARBLE ET EXTRA-FIRM,DIAMO,MATT,FULLXL,DIAMO,446.00
DMMBET-1050,QUEEN MARBLE ET EXTRA-FIRM,DIAMO,MATT,QUEEN,DIAMO,446.00
DMMBET-1070,CAKING MARBLE ET EXTRA-FIRM,DIAMO,MATT,CAKING,DIAMO,604.00
DMMBET-1080,E KING MARBLE ET EXTRA-FIRM,DIAMO,MATT,KING,DIAMO,604.00
DMR2TT-1010,TWIN ROCK 2.0 EXTRA-FIRM,DIAMO,MATT,TWIN,DIAMO,246.00
DMR2TT-1020,TWINXL ROCK 2.0 EXTRA-FIRM,DIAMO,MATT,TWINXL,DIAMO,273.00
DMR2TT-1030,FULL ROCK 2.0 EXTRA-FIRM,DIAMO,MATT,FULL,DIAMO,320.00
DMR2TT-1040,FULLXL ROCK 2.0 EXTRA-FIRM,DIAMO,MATT,FULLXL,DIAMO,345.00
DMR2TT-1050,QUEEN ROCK 2.0 EXTRA-FIRM,DIAMO,MATT,QUEEN,DIAMO,345.00
DMR2TT-1070,CAKING ROCK 2.0 EXTRA-FIRM,DIAMO,MATT,CAKING,DIAMO,477.00
DMR2TT-1080,E KING ROCK 2.0 EXTRA-FIRM,DIAMO,MATT,KING,DIAMO,477.00
DMRPFM-1130,"FULL RESTORE+COPPER 12"" MEDIUM",DIAMO,MATT,FULL,DIAMO,554.00
DMRWXF-1050,QUEEN ROCKWELL QUILTED X-FIRM,DIAMO,MATT,QUEEN,DIAMO,750.00
DMRWXF-1070,CAKING ROCKWELL QUILTED X-FIRM,DIAMO,MATT,CAKING,DIAMO,950.00
DMRWXF-1080,E KING ROCKWELL QUILTED X-FIRM,DIAMO,MATT,KING,DIAMO,950.00
DMSLXF-1010,TWIN SLATE EXTRA-FIRM,DIAMO,MATT,TWIN,DIAMO,194.00
DMSLXF-1030,FULL SLATE EXTRA-FIRM,DIAMO,MATT,FULL,DIAMO,257.00
DMSLXF-1050,QUEEN SLATE EXTRA-FIRM,DIAMO,MATT,QUEEN,DIAMO,294.00
DMSLXF-1080,E KING SLATE EXTRA-FIRM,DIAMO,MATT,KING,DIAMO,389.00
DMSNFM-1020,TWINXL SNOWBIRD HYBRID FIRM,DIAMO,MATT,TWINXL,DIAMO,600.00
DMSNFM-1030,FULL SNOWBIRD HYBRID FIRM,DIAMO,MATT,FULL,DIAMO,735.00
DMSNFM-1050,QUEEN SNOWBIRD HYBRID FIRM,DIAMO,MATT,QUEEN,DIAMO,770.00
DMSNFM-1070,CAKING SNOWBIRD HYBRID FIRM,DIAMO,MATT,CAKING,DIAMO,970.00
DMSNFM-1080,E KING SNOWBIRD HYBRID FIRM,DIAMO,MATT,KING,DIAMO,970.00
DMSNME-1030,FULL SNOWBIRD HYBRID MEDIUM,DIAMO,MATT,FULL,DIAMO,735.00
DMSNME-1050,QUEEN SNOWBIRD HYBRID MEDIUM,DIAMO,MATT,QUEEN,DIAMO,770.00
DMTRHF-1050,QUEEN TRANQUILITY HYBRID FIRM,DIAMO,MATT,QUEEN,DIAMO,595.00
DMTRHF-1080,E KING TRANQUILITY HYBRID FIRM,DIAMO,MATT,KING,DIAMO,755.00
DMTRHM-1010,TWIN TRANQUILITY HYBRID MED,DIAMO,MATT,TWIN,DIAMO,460.00
DMTRHM-1030,FULL TRANQUILITY HYBRID MED,DIAMO,MATT,FULL,DIAMO,560.00
DMTRHM-1050,QUEEN TRANQUILITY HYBRID MED,DIAMO,MATT,QUEEN,DIAMO,595.00
DMTRHM-1080,E KING TRANQUILITY HYBRID MED,DIAMO,MATT,KING,DIAMO,755.00
DMTRQF-1010,TWIN TRANQUILITY QUILTED FIRM,DIAMO,MATT,TWIN,DIAMO,485.00
DMTRQF-1020,TWINXL TRANQUILITY QUILTED FM,DIAMO,MATT,TWINXL,DIAMO,510.00
DMTRQF-1030,FULL TRANQUILITY QUILTED FIRM,DIAMO,MATT,FULL,DIAMO,595.00
DMTRQF-1050,QUEEN TRANQUILITY QUILTED FIRM,DIAMO,MATT,QUEEN,DIAMO,630.00
DMTRQF-1070,CAKING TRANQUILITY QUILTED FM,DIAMO,MATT,CAKING,DIAMO,795.00
DMTRQF-1080,E KING TRANQUILITY QUILTED FM,DIAMO,MATT,KING,DIAMO,795.00
DMTRQM-1010,TWIN TRANQUILITY QUILTED MED,DIAMO,MATT,TWIN,DIAMO,485.00
DMTRQM-1020,TWINXL TRANQUILITY QUILTED MED,DIAMO,MATT,TWINXL,DIAMO,510.00
DMTRQM-1050,QUEEN TRANQUILITY QUILTED MED,DIAMO,MATT,QUEEN,DIAMO,630.00
DMTRQM-1070,CAKING TRANQUILITY QUILTED MED,DIAMO,MATT,CAKING,DIAMO,795.00
DMTRQM-1071,SCK TRANQUILITY QUILTED MEDIUM,DIAMO,MATT,SPLCAK,DIAMO,510.00
DMTRQM-1080,E KING TRANQUILITY QUILTED MED,DIAMO,MATT,KING,DIAMO,795.00
DMVAUM-1110,"TWIN AURA 7"" HD FOAM COMFORT",DIAMO,MATT,TWIN,DIAMO,163.00
DMVTOF-1010,TWIN TOPAZ FIRM T/T,DIAMO,MATT,TWIN,DIAMO,89.00
DMVTOF-1020,TWINXL TOPAZ FIRM T/T,DIAMO,MATT,TWINXL,DIAMO,110.00
DMVTOF-1030,FULL TOPAZ FIRM T/T,DIAMO,MATT,FULL,DIAMO,125.00
DMVTOF-1050,QUEEN TOPAZ FIRM T/T,DIAMO,MATT,QUEEN,DIAMO,130.00
DMVTOF-1070,CAKING TOPAZ FIRM T/T,DIAMO,MATT,CAKING,DIAMO,223.00
DMVTOF-1080,E KING TOPAZ FIRM T/T,DIAMO,MATT,KING,DIAMO,223.00
DRB2PT-1070,CAKING DREAM BLISS P/T,DIAMO,MATT,CAKING,DIAMO,620.00
DRBL-PT-Q,QUEEN DREAM BLISS P/T,DIAMO,MATT,QUEEN,DIAMO,374.00
DREAMGRANDFCK,CAKING DREAM GRAND FIRM,DIAMO,MATT,CAKING,DIAMO,798.00
DREAMGRANDFF,FULL DREAM GRAND FIRM,DIAMO,MATT,FULL,DIAMO,582.00
DREAMGRANDFK,E KING DREAM GRAND FIRM,DIAMO,MATT,KING,DIAMO,798.00
DREAMGRANDFQ,QUEEN DREAM GRAND FIRM E/T,DIAMO,MATT,QUEEN,DIAMO,635.00
DREAMGRANDFSP,SPLIT CK GRAND FIRM,DIAMO,MATT,SPLCAK,DIAMO,519.00
DREAMGRANDFT,TWIN DREAM GRAND FIRM,DIAMO,MATT,TWIN,DIAMO,483.00
DREAMGRANDFTXL,TWINXL DREAM GRAND FIRM,DIAMO,MATT,TWINXL,DIAMO,519.00
DREAMGRANDFXL,FULLXL DREAM GRAND FIRM,DIAMO,MATT,FULLXL,DIAMO,616.00
DREAMGRANDK,E KING DREAM GRAND MEDIUM,DIAMO,MATT,KING,DIAMO,798.00
DREAMGRANDMCK,CAKING DREAM GRAND MEDIUM,DIAMO,MATT,CAKING,DIAMO,798.00
DREAMGRANDMF,FULL DREAM GRAND MEDIUM,DIAMO,MATT,FULL,DIAMO,582.00
DREAMGRANDMFXL,FULLXL DREAM GRAND MEDIUM,DIAMO,MATT,FULLXL,DIAMO,616.00
DREAMGRANDMQ,QUEEN DREAM GRAND MEDIUM,DIAMO,MATT,QUEEN,DIAMO,665.00
DREAMGRANDMT,TWIN DREAM GRAND MEDIUM,DIAMO,MATT,TWIN,DIAMO,483.00
DREAMGRANDMTXL,TWINXL DREAM GRAND MEDIUM,DIAMO,MATT,TWINXL,DIAMO,519.00
DREAMGRANDPCK,CAKING DREAM GRAND PLUSH,DIAMO,MATT,CAKING,DIAMO,798.00
DREAMGRANDPF,FULL DREAM GRAND PLUSH,DIAMO,MATT,FULL,DIAMO,582.00
DREAMGRANDPFXL,FULLXL DREAM GRAND PLUSH,DIAMO,MATT,FULLXL,DIAMO,616.00
DREAMGRANDPK,E KING DREAM GRAND PLUSH,DIAMO,MATT,KING,DIAMO,798.00
DREAMGRANDPQ,QUEEN DREAM GRAND PLUSH,DIAMO,MATT,QUEEN,DIAMO,635.00
DREAMGRANDPSP,SPLIT CK DREAM GRAND PS,DIAMO,MATT,SPLCAK,DIAMO,519.00
DREAMGRANDPT,TWIN DREAM GRAND PLUSH,DIAMO,MATT,TWIN,DIAMO,483.00
DREAMGRANDPTXL,TWINXL DREAM GRAND PLUSH,DIAMO,MATT,TWINXL,DIAMO,519.00
DRJ2ME-1010,TWIN JUSTICE MEDIUM T/T,DIAMO,MATT,TWIN,DIAMO,97.00
DRJ2ME-1020,TWINXL JUSTICE MEDIUM T/T,DIAMO,MATT,TWINXL,DIAMO,127.00
DRJ2ME-1030,FULL JUSTICE MEDIUM T/T,DIAMO,MATT,FULL,DIAMO,131.00
DRJ2ME-1050,QUEEN JUSTICE MEDIUM T/T,DIAMO,MATT,QUEEN,DIAMO,138.00
DRJ2ME-1070,CAKING JUSTICE MEDIUM T/T,DIAMO,MATT,CAKING,DIAMO,211.00
DRJ2ME-1080,E KING JUSTICE MEDIUM T/T,DIAMO,MATT,KING,DIAMO,211.00
ENGIA-1070,CAKING ENGIA,DIAMO,MATT,CAKING,DIAMO,0.00
F217-5010,"TWIN OVAL FEATHER FND 8""",DIAMO,FOUND,TWFND,DIAMO,72.00
F217-5020,"TWINXL OVAL FEATHER FND 8""",DIAMO,FOUND,TXLFND,DIAMO,79.00
F217-5030,"FULL OVAL FEATHER FND 8""",DIAMO,FOUND,FUFND,DIAMO,86.00
F217-5050,"QUEEN OVAL FEATHER FND 8""",DIAMO,FOUND,QUFND,DIAMO,98.00
F217-5070,"SPLIT CK OVAL FEATHER FND 8""",DIAMO,FOUND,SCKFND,DIAMO,77.00
F217-5110,"TWIN LP OVAL FEATHER FND 4""",DIAMO,FOUND,TWFND,DIAMO,72.00
F217-5120,"TWINXL LP OVAL FEATHER FND 4""",DIAMO,FOUND,TXLFND,DIAMO,79.00
F217-5130,"FULL LP OVAL FEATHER FND 4""",DIAMO,FOUND,FUFND,DIAMO,86.00
F217-5150,"QUEEN LP OVAL FEATHER FND 4""",DIAMO,FOUND,QUFND,DIAMO,98.00
F217-5170,SPLIT CK LP OVAL FEATHER FND 4,DIAMO,FOUND,SCKFND,DIAMO,77.00
F374-5050,"QUEEN MARCUS FND 8""",DIAMO,FOUND,QUFND,DIAMO,98.00
FBB-5210,"TWIN BB UNIVERSAL GREY FND 2""",DIAMO,FOUND,TWFND,DIAMO,37.00
FBB-5220,"TWINXL BB UNIVERSAL GRE FND 2""",DIAMO,FOUND,TXLFND,DIAMO,42.00
FBB-5230,"FULL BB UNIVERSAL GREY FND 2""",DIAMO,FOUND,FUFND,DIAMO,48.00
FBB-5250,"QUEEN BB UNIVERSAL GREY FND 2""",DIAMO,FOUND,QUFND,DIAMO,62.00
FBB-5270,"SPLIT CK BB UNIVERSAL FND 2""",DIAMO,FOUND,SCKFND,DIAMO,41.00
GGFLME-1010,TWIN FLOAT FOAM MEDIUM,DIAMO,MATT,TWIN,DIAMO,485.00
GGFLME-1020,TWINXL FLOAT FOAM MEDIUM,DIAMO,MATT,TWINXL,DIAMO,485.00
GGFLME-1030,FULL FLOAT FOAM MEDIUM,DIAMO,MATT,FULL,DIAMO,625.00
GGFLME-1050,QUEEN FLOAT FOAM MEDIUM,DIAMO,MATT,QUEEN,DIAMO,675.00
GGFLME-1080,E KING FLOAT FOAM MEDIUM,DIAMO,MATT,KING,DIAMO,825.00
GNDSPL-1080,E KING DUCHESS LUXURY PLUSH,DIAMO,MATT,KING,DIAMO,1135.00
GNHL2P-1080,E KING HERITAGE 2.0 LUXE PLUSH,DIAMO,MATT,KING,DIAMO,1399.00
KEYA,CKING MATT,DIAMO,MATT,CAKING,DIAMO,1.00
LODIFM-101,TWIN DIANA LATEX FIRM,DIAMO,MATT,TWIN,DIAMO,822.00
LODIFM-1020,TWINXL DIANA LATEX FIRM,DIAMO,MATT,TWINXL,DIAMO,822.00
LODIFM-1030,FULL DIANA LATEX FIRM,DIAMO,MATT,FULL,DIAMO,981.00
LODIFM-1050,QUEEN DIANA LATEX FIRM,DIAMO,MATT,QUEEN,DIAMO,1037.00
LODIFM-1070,CAKING DIANA LATEX FIRM,DIAMO,MATT,CAKING,DIAMO,1304.00
LODIFM-1080,E KING DIANA LATEX FIRM,DIAMO,MATT,KING,DIAMO,1304.00
LODIME-1010,TWIN DIANA LATEX MED,DIAMO,MATT,TWIN,DIAMO,822.00
LODIME-1020,TWINXL DIANA LATEX MED,DIAMO,MATT,TWINXL,DIAMO,822.00
LODIME-1030,FULL DIANA LATEX MED,DIAMO,MATT,FULL,DIAMO,981.00
LODIME-1040,FULLXL DIANA LATEX MED,DIAMO,MATT,FULLXL,DIAMO,1038.00
LODIME-1050,QUEEN DIANA LATEX MED,DIAMO,MATT,QUEEN,DIAMO,1037.00
LODIME-1070,CAKING DIANA LATEX MED,DIAMO,MATT,CAKING,DIAMO,1304.00
LODIME-1080,E KING DIANA LATEX MED,DIAMO,MATT,KING,DIAMO,1304.00
LODIME-1171,SPLITCK DIANA LATEX MED,DIAMO,MATT,SPLCAK,DIAMO,822.00
LODIPL-1040,FULLXL DIANA LATEX PLUSH,DIAMO,MATT,FULLXL,DIAMO,1038.00
LODIPL-1050,QUEEN DIANA LATEX PLUSH,DIAMO,MATT,QUEEN,DIAMO,1037.00
LODIPL-1070,CAKING DIANA LATEX PLUSH,DIAMO,MATT,CAKING,DIAMO,1304.00
LODIPL-1080,E KING DIANA LATEX PLUSH,DIAMO,MATT,KING,DIAMO,1304.00
LODIPL-1110,TWIN DIANA LATEX PLUSH,DIAMO,MATT,TWIN,DIAMO,822.00
LOE2FM-1010,TWIN ENVOY GEL FIRM,DIAMO,MATT,TWIN,DIAMO,181.00
LOE2FM-1030,FULL ENVOY GEL FIRM,DIAMO,MATT,FULL,DIAMO,230.00
LOE2PT-1010,TWIN ENVOY GEL PT,DIAMO,MATT,TWIN,DIAMO,209.00
LOJEME-1050,QUEEN JEREMIAH LATEX MED,DIAMO,MATT,QUEEN,DIAMO,726.00
LOL2ET-1010,TWIN LILY GEL MED E/T,DIAMO,MATT,TWIN,DIAMO,237.00
LOL2ET-1020,TWINXL LILY GEL MED E/T,DIAMO,MATT,TWINXL,DIAMO,276.00
LOL2ET-1030,FULL LILY GEL MED E/T,DIAMO,MATT,FULL,DIAMO,314.00
LOL2ET-1050,QUEEN LILY GEL MED E/T,DIAMO,MATT,QUEEN,DIAMO,341.00
LOL2ET-1070,CAKING LILY GEL MED E/T,DIAMO,MATT,CAKING,DIAMO,464.00
LOL2ET-1080,E KING LILY GEL MED E/T,DIAMO,MATT,KING,DIAMO,464.00
LOL2PT-1050,QUEEN LILY PLUSH PILLOW TOP,DIAMO,MATT,QUEEN,DIAMO,371.00
LOL2PT-1080,E KING LILY GEL PILLOW-TOP,DIAMO,MATT,KING,DIAMO,528.00
LOLIFM-1050,QUEEN LILY GEL FIRM T/T,DIAMO,MATT,QUEEN,DIAMO,307.00
LOLUFM-1010,TWIN LUCILLE LATEX FIRM,DIAMO,MATT,TWIN,DIAMO,567.00
LOLUFM-1020,TWINXL LUCILLE LATEX FIRM,DIAMO,MATT,TWINXL,DIAMO,595.00
LOLUFM-1030,FULL LUCILLE LATEX FIRM,DIAMO,MATT,FULL,DIAMO,709.00
LOLUFM-1040,FULLXL LUCILLE LATEX FIRM,DIAMO,MATT,FULLXL,DIAMO,765.00
LOLUFM-1050,QUEEN LUCILLE LATEX FIRM,DIAMO,MATT,QUEEN,DIAMO,765.00
LOLUFM-1070,CAKING LUCILLE LATEX FIRM,DIAMO,MATT,CAKING,DIAMO,952.00
LOLUFM-1080,E KING LUCILLE LATEX FIRM,DIAMO,MATT,KING,DIAMO,952.00
LOLUFM-66X80,OLYMPIC QU. LUCILLE LATEX FM,DIAMO,MATT,CUSTOM,DIAMO,1428.00
LOLUME-1010,TWIN LUCILLE LATEX MED,DIAMO,MATT,TWIN,DIAMO,567.00
LOLUME-1020,TWINXL LUCILLE LATEX MED,DIAMO,MATT,TWINXL,DIAMO,595.00
LOLUME-1030,FULL LUCILLE LATEX MED,DIAMO,MATT,FULL,DIAMO,709.00
LOLUME-1050,QUEEN LUCILLE LATEX MED,DIAMO,MATT,QUEEN,DIAMO,765.00
LOLUME-1070,CAKING LUCILLE LATEX MED,DIAMO,MATT,CAKING,DIAMO,952.00
LOLUME-1080,E KING LUCILLE LATEX MED,DIAMO,MATT,KING,DIAMO,952.00
LOLUPL-1010,TWIN LUCILLE LATEX PLUSH,DIAMO,MATT,TWIN,DIAMO,567.00
LOLUPL-1020,TWINXL LUCILLE LATEX PLUSH,DIAMO,MATT,TWINXL,DIAMO,595.00
LOLUPL-1030,FULL LUCILLE LATEX PLUSH,DIAMO,MATT,FULL,DIAMO,709.00
LOLUPL-1040,FULLXL LUCILLE LATEX PLUSH,DIAMO,MATT,FULLXL,DIAMO,765.00
LOLUPL-1050,QUEEN LUCILLE LATEX PLUSH,DIAMO,MATT,QUEEN,DIAMO,765.00
LOLUPL-1070,CAKING LUCILLE LATEX PLUSH,DIAMO,MATT,CAKING,DIAMO,952.00
LOLUPL-1080,E KING LUCILLE LATEX PLUSH,DIAMO,MATT,KING,DIAMO,952.00
LONAFM-1130,FULL NATASHA FIRM,DIAMO,MATT,FULL,DIAMO,765.00
LONAFM-1150,QUEEN NATASHA FIRM,DIAMO,MATT,QUEEN,DIAMO,822.00
LONAFM-1170,CAKING NATASHA LATEX FIRM,DIAMO,MATT,CAKING,DIAMO,1049.00
LONAFM-1180,E KING NATASHA LATEX FIRM,DIAMO,MATT,KING,DIAMO,1049.00
LONAME-1150,QUEEN NATASHA MEDIUM,DIAMO,MATT,QUEEN,DIAMO,822.00
LONAME-1170,CAKING NATASHA LATEX MEDIUM,DIAMO,MATT,CAKING,DIAMO,1049.00
LONAME-1180,E KING NATASHA LATEX MEDIUM,DIAMO,MATT,KING,DIAMO,1049.00
NLPF12-1110,"TWIN PRO-GEL 12"" HYBRID FIRM",DIAMO,MATT,TWIN,DIAMO,210.00
NLPR08-1110,"TWIN PRO-GEL 8"" GEL MEMORY",DIAMO,MATT,TWIN,DIAMO,150.00
NLPR08-1120,"TWINXL PRO-GEL 8"" GEL MEMORY",DIAMO,MATT,TWINXL,DIAMO,160.00
NLPR08-1130,"FULL PRO-GEL 8"" GEL MEMORY",DIAMO,MATT,FULL,DIAMO,180.00
NLPR08-1140,"FULLXL PRO-GEL 8"" GEL MEMORY",DIAMO,MATT,FULLXL,DIAMO,198.00
NLPR08-1150,"QUEEN PRO-GEL 8"" GEL MEMORY",DIAMO,MATT,QUEEN,DIAMO,198.00
