SKU,DESCRIPTION,BRAND,CATG,GROUP,VENDOR,REPLACE_COST
HL-Q80-3-Q,QUEEN ADJUST SOLUTIONS III,MBG,ADJUST,QUADJ,MBG,429.00
HL-T75-2-T,TWIN ADJ SOLUTIONS II,MBG,ADJUST,TWADJ,MBG,269.00
HL-T80-2-TXL,TWINXL ADJUST SOLUTIONS II,MBG,ADJUST,TXLADJ,MBG,269.00
HL-T80-2-TXL1,TXL SOLUTIONS II (2020 MODEL),MBG,ADJUST,TXLADJ,MBG,269.00
HL-T80-3-T,TWIN ADJ SOLUTIONS III,MBG,ADJUST,TWADJ,MBG,379.00
HL-T80-3-TXL,TWINXL ADJUST SOLUTIONS III,MBG,ADJUST,TXLADJ,MBG,379.00
HL-T84-2-SCK,SPLIT CK ADJUST SOLUTIONS II,MBG,ADJUST,CKADJ,MBG,269.00
HL-T84-3-SCK,SPLIT CK ADJUST SOLUTIONS III,MBG,ADJUST,CKADJ,MBG,379.00
HU-CKG-RHMT-01,CAKING HEAD UP WIRED ADJUST.,MBG,ADJUST,CKADJ,MBG,210.00
HU-CKG-RHMT-02,CAKING HEAD UP WIRELESS ADJUST,MBG,ADJUST,CKADJ,MBG,250.00
HU-EKG-RHMT-01,E KING HEAD UP WIRED ADJUST.,MBG,ADJUST,EKADJ,MBG,210.00
HU-EKG-RHMT-02,E KING HEAD UP WIRELESS ADJUST,MBG,ADJUST,EKADJ,MBG,250.00
HU-QEN-RHMT-02,QUEEN HEAD UP WIRELESS ADJUST.,MBG,ADJUST,QUADJ,MBG,210.00
HUFF-72,CAKING Head Up Adjustable base,MBG,ADJUST,CKADJ,MBG,210.00
LED-UBL,EXPRESS LED LIGHTING(SET OF 2),MBG,ADJUST,ADJBAS,MBG,12.00
SAB-QEN,QUEEN ADJ BED BASE TILT-2,MBG,ADJUST,QUADJ,MBG,899.95
SHQ-80,QUEEN HEAD SPLIT,MBG,ADJUST,QUADJ,MBG,549.00
SMF-75-WIRELESS,FULL MBG ADJ W/REMOTE,MBG,ADJUST,FUADJ,MBG,330.00
SMQ-80-WIRED,QUEEN MBG ADJ WIRED,MBG,ADJUST,QUADJ,MBG,336.80
SMT-75-WIRELESS,TWIN BLACK MBG ADJ W/REMOTE,MBG,ADJUST,TWADJ,MBG,336.80
SMT-84-WIRELESS,SPLIT CK MBG ADJ W/REMOTE,MBG,ADJUST,CKADJ,MBG,346.80
SOLUTIONS-3PC-LEG,"SOLUTIONS 6''/9""/12"" LEGS (6X)",MBG,ADJUST,ADJBAS,MBG,12.95
SOLUTIONS-6INCH-LEG,SOLUTIONS 6'' LEGS (6X),MBG,ADJUST,ADJBAS,MBG,12.95
TFB-TCK,SPLIT CAKING ADJ BED BASE,MBG,ADJUST,CKADJ,MBG,789.95
WIRELESS-REMOTE,REMOTE FOR WIRLESS MBG BASES,MBG,ADJUST,ADJBAS,MBG,5.00
YCABLE,"MBG ""Y"" SYNC CABLE",MBG,ADJUST,ADJBAS,MBG,29.95
BAM0142,E KING BAMBOO PROTECTOR,PABED,PROT,EKPRO,PABED,20.00
BOM1109,"TWIN ALLER ZIP 9"" PROTECTOR",PABED,PROT,TWPRO,PABED,38.70
BOM1209,"TWINXL ALLER ZIP 9"" PROTECTOR",PABED,PROT,TXLPRO,PABED,38.70
BOM1213,"TWINXL ALLER ZIP 13"" PROTECTOR",PABED,PROT,QUPRO,PABED,38.70
BOM1236,SPLIT CK ALLER ZIP 9 PROTECTOR,PABED,PROT,QUPRO,PABED,38.70
P0128,FULL PREMIUM MATT PROTECTOR,PABED,PROT,FUPRO,PABED,28.07
P0142,E KING PREMIUM MATT PROTECTOR,PABED,PROT,EKPRO,PABED,34.16
P0159,CAKING PREMIUM MATT PROTECTOR,PABED,PROT,CKPRO,PABED,28.00
P0197,TWINXL PREMIUM MATT PROTECTOR,PABED,PROT,TXLPRO,PABED,24.40
TSP0111,TWIN COOL MATTRESS PROTECTOR,PABED,PROT,TWPRO,PABED,35.39
TSP0128,FULL COOL MATTRESS PROTECTOR,PABED,PROT,FUPRO,PABED,39.04
TSP0135,QUEEN COOL MATTRESS PROTECTOR,PABED,PROT,QUPRO,PABED,43.92
TSP0142,E KING COOL MATTRESS PROTECTOR,PABED,PROT,EKPRO,PABED,53.69
TSP0159,CAKING COOL MATTRESS PROTECTOR,PABED,PROT,CKPRO,PABED,57.35
TSP0159S,SPLIT CK COOL MATT PROTECTOR,PABED,PROT,SCKPRO,PABED,39.05
TSP0197,TWINXL COOL MATTRESS PROTECTOR,PABED,PROT,TXLPRO,PABED,36.60
TSP0232,FULLXL COOL MATTRESS PROTECTOR,PABED,PROT,FXLPRO,PABED,36.55
TSS0128,FULL SNOW MATTRESS PROTECTOR,PABED,PROT,FUPRO,PABED,97.61
TSS0142,E KING SNOW MATTRESS PROTECTOR,PABED,PROT,EKPRO,PABED,34.00
3-IN-1-LEGS,"12"" 3-IN-1 STEEL LEGS (6-PC)",REV,ADJUST,ADJBAS,REV,31.00
9T24.04-E63-F100.2-Q,QUEEN ADJUST 9T,REV,ADJUST,QUADJ,REV,849.00
ABL300,3” LEG EXTENSIONS (SET OF 4),REV,ADJUST,ADJBAS,REV,20.00
AM-BT-S01,ELATION SPEAKERS,REV,ADJUST,ADJBAS,REV,199.00
POP-KSK-001,RETAIL KIOSK,REV,ADJUST,ADJBAS,REV,0.00
R400-Q,QUEEN ADJUST. R400,REV,ADJUST,QUADJ,REV,450.00
R400-SCK,SPLIT CK ADJUST. R400,REV,ADJUST,CKADJ,REV,420.00
R650-Q,QUEEN ADJUST R650 FULL-TILT,REV,ADJUST,QUADJ,REV,800.00
1000004,INSTALOCK Q-CK-K METAL FRAME,RIZE,BED,FRAMES,RIZE,40.00
1310047,QUEEN ADJUST AVIADA,RIZE,ADJUST,QUADJ,RIZE,1135.00
1310110,TWIN ADJUST TRANQUILITY II,RIZE,ADJUST,TWADJ,RIZE,320.00
1310111,TWINXL ADJUST TRANQUILITY II,RIZE,ADJUST,TXLADJ,RIZE,320.00
1310114,QUEEN ADJUST TRANQUILITY II,RIZE,ADJUST,QUADJ,RIZE,366.00
1310120,QUEEN ADJUST CLARITY II,RIZE,ADJUST,QUADJ,RIZE,478.00
1310122,E KING 1-PC ADJUST CLARITY II,RIZE,ADJUST,EKADJ,RIZE,617.00
1310164,QUEEN ADJUST REMEDY III,RIZE,ADJUST,QUADJ,RIZE,614.00
1310172,TWINXL ADJUST CONTEMPO IV,RIZE,ADJUST,TXLADJ,RIZE,670.00
1310174,QUEEN ADJUST CONTEMPO IV,RIZE,ADJUST,QUADJ,RIZE,726.00
1310176,E KING 1-PC ADJUST CONTEMPO IV,RIZE,ADJUST,EKADJ,RIZE,888.00
1310181,QUEEN RIZER KIT,RIZE,ADJUST,ADJBAS,RIZE,267.00
1350002,QN FARMHOUSE HEADBOARD - WHITE,RIZE,FURN,HBOARD,RIZE,108.00
1350225,QN WAINSCOTT HEADBOARD - WHITE,RIZE,FURN,HBOARD,RIZE,108.00
1350232,QN WAINSCOTT HEADBOARD - BLACK,RIZE,FURN,HBOARD,RIZE,108.00
2310014,HEADBOARD BRACKETS FOR RIZE,RIZE,ADJUST,ADJBAS,RIZE,28.00
2310081,"8-3-2"" PLASTIC LEG WITH CAP",RIZE,ADJUST,ADJBAS,RIZE,6.00
4760002,FULL TERRY PROTECTOR,RIZE,PROT,FUPRO,RIZE,8.95
4760004,CAKING TERRY PROTECTOR,RIZE,PROT,CKPRO,RIZE,7.95
DQKG6,QN/EK/CK FRAME W/ GLIDES,RIZE,BED,FRAMES,RIZE,43.45
DTQG5,TW/FL/QN FRAME W/ GLIDES,RIZE,BED,FRAMES,RIZE,36.46
DTQSG4,TW/FL/QN FRAME W/ GLIDES,RIZE,BED,FRAMES,RIZE,30.95
I-CS374PG,INSTALOCK Q-CK-K METAL FRAME,RIZE,BED,FRAMES,RIZE,40.00
I-PK165,INSTALOCK Q-CK-K METAL FRAME,RIZE,BED,FRAMES,RIZE,34.00
MP100-CK,CAKING SMOOTH PROTECTOR,RIZE,PROT,CKPRO,RIZE,14.75
MP100-F,FULL SMOOTH PROTECTOR,RIZE,PROT,FUPRO,RIZE,12.50
MP100-K,E KING SMOOTH PROTECTOR,RIZE,PROT,EKPRO,RIZE,14.75
MP100-Q,QUEEN SMOOTH PROTECTOR,RIZE,PROT,QUPRO,RIZE,12.50
MP100-T,TWIN SMOOTH PROTECTOR,RIZE,PROT,TWPRO,RIZE,10.25
MP100-TXL,TWINXL SMOOTH PROTECTOR,RIZE,PROT,TXLPRO,RIZE,10.25
MP200-Q,QUEEN ULTRA-SOFT PROTECTOR,RIZE,PROT,QUPRO,RIZE,17.00
MP200-T,TWIN TERRY PROTECTOR,RIZE,PROT,TWPRO,RIZE,15.75
MP200-TXL,TWINXL TERRY PROTECTOR,RIZE,PROT,TXLPRO,RIZE,12.00
RZ-CLOUD-Q,RZ CLOUD CURVED PILLOW,RIZE,PILLOW,PILLOW,RIZE,30.00
RZ-CONTOUR-K,KING RZ CONTOUR COOL PILLOW,RIZE,PILLOW,PILLOW,RIZE,45.00
RZ-CONTOUR-Q,QUEEN RZ CONTOUR COOL PILLOW,RIZE,PILLOW,PILLOW,RIZE,35.00
RZ-PUFF-Q,QUEEN RZ PUFF COOL PILLOW,RIZE,PILLOW,PILLOW,RIZE,30.00
STFG4,TWIN/FULL FRAME W/ GLIDES,RIZE,BED,FRAMES,RIZE,22.65
TFQ9903,TWIN/FULL/QUEEN METAL FRAME,RIZE,BED,FRAMES,RIZE,20.00
MLPK,KING  myLATEX PILLOW,S&B,PILLOW,PILLOW,S&B,70.00
MLPQ,QUEEN myLATEX PILLOW,S&B,PILLOW,PILLOW,S&B,65.00
MLPS,STANDARD myLATEX PILLOW,S&B,PILLOW,PILLOW,S&B,60.00
MPCK,CAKING myPROTECTOR,S&B,PROT,CKPRO,S&B,90.00
MPF,FULL  myPROTECTOR,S&B,PROT,FUPRO,S&B,75.00
MPK,E KING  myPROTECTOR,S&B,PROT,EKPRO,S&B,90.00
MPQ,QUEEN  myPROTECTOR,S&B,PROT,CKPRO,S&B,85.00
MPSCK,SPLIT CK  myPROTECTOR 1-PC,S&B,PROT,EKPRO,S&B,73.00
MPT,TWIN  myPROTECTOR,S&B,PROT,TWPRO,S&B,70.00
MPTXL,TWINXL  myPROTECTOR,S&B,PROT,TXLPRO,S&B,73.00
MWLTTX,"TXL my WOOLLY LATEX TOPPER 3""",S&B,TOPBED,TOPPER,S&B,220.00
OCPCK,CAKING ORGANIC PROTECTOR,S&B,PROT,CKPRO,S&B,90.00
OCPF,FULL  ORGANIC PROTECTOR,S&B,PROT,FUPRO,S&B,75.00
OCPT,TWIN  ORGANIC PROTECTOR,S&B,PROT,TWPRO,S&B,60.00
OSKSSW,SPLIT E KINGOC SATEEN SHEET SET,S&B,TOPBED,SPKSHE,S&B,120.00
OSZP,STD ORGANIC PILLOW ENCASEMENT,S&B,PROT,PILPRO,S&B,30.00
SPLQ,QUEEN myLATEX SIDE-PILLOW,S&B,PILLOW,PILLOW,S&B,65.00
SPLS,STANDARD myLATEX SIDE-PILLOW,S&B,PILLOW,PILLOW,S&B,60.00
WCKMT,"CAKING myTOPPER 1.5""",S&B,TOPBED,TOPPER,S&B,150.00
WQMT,"QUEEN myTOPPER 1.5""",S&B,TOPBED,TOPPER,S&B,140.00
CK-CSHEET,CAKING OG COTTON SHEET SET,SAVVY,TOPBED,TOPPER,SAVVY,120.00
CK-SEREN-ALLDUN,"CAKING SERENITY MATTRESS 10""",SAVVY,MATT,CAKING,SAVVY,1745.00
K-CMP,E KING COTTON MATTRESS PAD,SAVVY,PROT,EKPRO,SAVVY,110.00
K-MOS10,"E KING MATTRESS 10""",SAVVY,MATT,KING,SAVVY,1695.00
K-WMP,E KING WOOL MATTRESS PAD,SAVVY,PROT,EKPRO,SAVVY,175.00
Q-BR1,"QUEEN BED RUG 1""",SAVVY,MATT,QUEEN,SAVVY,65.00
Q-F-DUNLOP,QUEEN FIRM DUNLOP,SAVVY,MATT,QUEEN,SAVVY,0.00
Q-LWP,QUEEN LATEX-WOOL PILLOW,SAVVY,PILLOW,PILLOW,SAVVY,70.00
Q-M-DUNLOP,QUEEN MEDIUM DUNLOP,SAVVY,MATT,QUEEN,SAVVY,0.00
Q-MDATFOUN9,"QUEEN SAVVY FND 9""",SAVVY,FOUND,QUFND,SAVVY,315.00
Q-OSM25D5T10,QUEEN ORGANIC SERENITY 10,SAVVY,MATT,QUEEN,SAVVY,1545.00
Q-SEREN-ALLDUN,"QUEEN SERENITY MATTRESS 10""",SAVVY,MATT,QUEEN,SAVVY,1395.00
Q-SR-PLTBD,QU AFTON PLAT BED (UNTREATED),SAVVY,FURN,BED,SAVVY,350.00
Q-SRCP,QUEEN CONTOUR PILLOW,SAVVY,PILLOW,PILLOW,SAVVY,55.00
Q-SRSSP,QUEEN SOAP SHAPE PILLOW,SAVVY,PILLOW,PILLOW,SAVVY,55.00
Q-SWT,QUEEN ORGANIC SAVVY WOOLSY,SAVVY,TOPBED,TOPPER,SAVVY,395.00
Q-TPKC,QUEEN TALALAY PILLOW,SAVVY,PILLOW,PILLOW,SAVVY,100.00
SCAK-M-TALALAY,SPLIT CK MEDIUM TALALAY,SAVVY,MATT,CAKING,SAVVY,0.00
SCAK-S-DUNLOP,SPLIT CK SOFT DUNLOP,SAVVY,MATT,CAKING,SAVVY,0.00
SCAK-S-TALALAY,SPLIT CK  SOFT TALALAY,SAVVY,MATT,CAKING,SAVVY,0.00
SQ-F-DUNLOP,SPLIT QUEEN FIRM DUNLOP,SAVVY,MATT,SPLQUE,SAVVY,0.00
SQ-F-TALALAY,SPLIT QUEEN FIRM TALALY,SAVVY,MATT,SPLQUE,SAVVY,0.00
SQ-M-DUNLOP,SPLIT QUEEN MEDIUM DUNLOP,SAVVY,MATT,SPLQUE,SAVVY,0.00
SQ-M-TALALAY,SPLIT QUEEN MEDIUM TALALY,SAVVY,MATT,SPLQUE,SAVVY,0.00
TL-CMP,TWINXL COTTON MATTRESS PAD,SAVVY,PROT,TXLPRO,SAVVY,65.00
TL-NTFOUN9,"TWINXL FOUNDATION 9""",SAVVY,FOUND,TXLFND,SAVVY,195.00
TL-OSM10,TWIN LONG ORGANIC SERENITY 10,SAVVY,MATT,TWINXL,SAVVY,1145.00
TL-OSM2D1T10,TWIN LONG ORGANIC SERENITY 10,SAVVY,MATT,TWINXL,SAVVY,975.00
TXL-F-DUNLOP,TWINXL FIRM DUNLOP,SAVVY,MATT,TWINXL,SAVVY,0.00
TXL-F-TALALAY,TWINXL FIRM TALALAY,SAVVY,MATT,TWINXL,SAVVY,0.00
TXL-M-DUNLOP,TWINXL MEDIUM DUNLOP,SAVVY,MATT,TWINXL,SAVVY,0.00
TXL-OSM2D1T10,TWINXL ORGANIC SERENITY 10,SAVVY,MATT,TWINXL,SAVVY,975.00
TXL-OSMPT4T,TWINXL ORGANIC SERENITY PT 13,SAVVY,MATT,TWINXL,SAVVY,1645.00
TXL-S-DUNLOP,TWINXL SOFT DUNLOP,SAVVY,MATT,TWINXL,SAVVY,0.00
TXL-S-TALALAY,TWINXL SOFT TALALAY,SAVVY,MATT,TWINXL,SAVVY,0.00
63017740,FULL ADJUST EASE 4.0,SEALY,ADJUST,FUADJ,SEALY,565.00
S40103,SEALY PILLOW GUARD (BOX OF 75),SEALY,SUPPLY,SUPPLY,SEALY,0.00
SEALYBOX-STD-Q,"QUEEN SEALY FND 9""",SEALY,FOUND,QUFND,SEALY,145.00
SEALYBOX-STD-TXL,"TWINXL SEALY FND 9""",SEALY,FOUND,TXLFND,SEALY,112.00
500826619-7550,QUEEN MOTION ESSENTIALS III,SERTA,ADJUST,QUADJ,SERTA,400.00
4000941-1070,CAKING CHRISTELLE II XFIRM,SOP,MATT,CAKING,SOP,600.00
999220-5010,"TWIN BLACK FND 9""",SOP,FOUND,TWFND,SOP,80.00
25SBCOBEF_FP-3975,TWIN COBALT EXTRA-FIRM,SOUTH,MATT,TWIN,SOUTH,200.00
25SBCOBEF_FP-5475,FULL COBALT EXTRA-FIRM,SOUTH,MATT,FULL,SOUTH,273.00
25SBCOBEF_FP-6080,QUEEN COBALT EXTRA-FIRM,SOUTH,MATT,QUEEN,SOUTH,278.00
25SBCOBEF_FP-7284,CAKING COBALT EXTRA-FIRM,SOUTH,MATT,CAKING,SOUTH,341.00
25SBCOBEF_FP-7680,E KING COBALT EXTRA-FIRM,SOUTH,MATT,KING,SOUTH,341.00
25SBCOBET-5475,FULL COBALT EUROTOP,SOUTH,MATT,FULL,SOUTH,273.00
25SBCOBET_FP-5475,FULL COBALT EUROTOP,SOUTH,MATT,FULL,SOUTH,273.00
25SBCOBET_FP-6080,QUEEN COBALT EUROTOP,SOUTH,MATT,QUEEN,SOUTH,278.00
25SBCOBET_FP-7284,CAKING COBALT EUROTOP,SOUTH,MATT,CAKING,SOUTH,341.00
25SBCOBET_FP-7680,E KING COBALT EUROTOP,SOUTH,MATT,KING,SOUTH,341.00
25SBCOBF_FP-3975,TWIN COBALT FIRM,SOUTH,MATT,TWIN,SOUTH,200.00
25SBCOBF_FP-3980,TWINXL COBALT FIRM,SOUTH,MATT,TWINXL,SOUTH,210.00
25SBCOBF_FP-5475,FULL COBALT FIRM,SOUTH,MATT,FULL,SOUTH,273.00
25SBCOBF_FP-6080,QUEEN COBALT FIRM,SOUTH,MATT,QUEEN,SOUTH,278.00
25SBCOBF_FP-7284,CAKING COBALT FIRM,SOUTH,MATT,CAKING,SOUTH,341.00
25SBCOBF_FP-7680,E KING COBALT FIRM,SOUTH,MATT,KING,SOUTH,341.00
25SBCOBM-6080,QUEEN COBALT MEDIUM,SOUTH,MATT,QUEEN,SOUTH,265.00
25SBCOBM_FP-3975,TWIN COBALT MEDIUM,SOUTH,MATT,TWIN,SOUTH,200.00
25SBCOBM_FP-3980,TWINXL COBALT MEDIUM,SOUTH,MATT,TWINXL,SOUTH,210.00
25SBCOBM_FP-5475,FULL COBALT MEDIUM,SOUTH,MATT,FULL,SOUTH,273.00
25SBCOBM_FP-6080,QUEEN COBALT MEDIUM,SOUTH,MATT,QUEEN,SOUTH,278.00
25SBCOBM_FP-7284,CAKING COBALT MEDIUM,SOUTH,MATT,CAKING,SOUTH,341.00
25SBCOBM_FP-7680,E KING COBALT MEDIUM,SOUTH,MATT,KING,SOUTH,341.00
AC-2INCASTER-4PACK,"HD 2"" SCREW IN CASTER (SETx4)",SOUTH,ADJUST,ADJBAS,SOUTH,12.00
AC-HS-2INLEG-4PACK,"2"" SCREW IN LEG SET OF FOUR",SOUTH,ADJUST,ADJBAS,SOUTH,15.00
AC-HS980074-HB-BRKT,HEADBOARD BRACKET KIT,SOUTH,ADJUST,ADJBAS,SOUTH,35.00
AC-LM-RF-ZG26-WHT,WIRELESS REMOTE FOR B26 BASE,SOUTH,ADJUST,ADJBAS,SOUTH,45.00
IMC26HF0SBLK-3080,SPLIT QUEEN ADJUST B26 BASE,SOUTH,ADJUST,QUADJ,SOUTH,530.00
IMC26HF0SBLK-3684,SPLIT CK ADJUST SERIES B26,SOUTH,ADJUST,CKADJ,SOUTH,504.00
IMC26HF0SBLK-3974,TWIN ADJUST SERIES B26,SOUTH,ADJUST,TWADJ,SOUTH,504.00
IMC26HF0SBLK-3980,TWINXL ADJUST SERIES B26,SOUTH,ADJUST,TXLADJ,SOUTH,494.00
IMC26HF0SBLK-5474,FULL ADJUST SERIES B26,SOUTH,ADJUST,FUADJ,SOUTH,541.00
IMC26HF0SBLK-5480,FULLXL ADJUST SERIES B26,SOUTH,ADJUST,FXLADJ,SOUTH,541.00
IMC26HF0SBLK-6080,QUEEN ADJUST SERIES B26,SOUTH,ADJUST,QUADJ,SOUTH,530.00
IMC26HF0SBLK-7284,CAKING 1-PC ADJUST SERIES B26,SOUTH,ADJUST,CKADJ,SOUTH,682.00
IMC26HF0SBLK-7680,E KING 1-PC ADJUST SERIES B26,SOUTH,ADJUST,EKADJ,SOUTH,662.00
IMC94WH2BLK-6080,QUEEN ADJUST G94,SOUTH,ADJUST,QUADJ,SOUTH,700.00
IMC94WH2SBLK-3684,SPLIT CAKING ADJUST G94,SOUTH,ADJUST,CKADJ,SOUTH,679.00
IMC94WH2SBLK-3974,TWIN ADJUST G94,SOUTH,ADJUST,TWADJ,SOUTH,595.00
IMC94WH2SBLK-3980,TWINXL ADJUST G94,SOUTH,ADJUST,TXLADJ,SOUTH,663.00
OVATION,QUEEN OVATION TT,SOUTH,MATT,QUEEN,SOUTH,250.00
SOUTHPROTOTYPE,QUEEN SOUTHERLAND PROTOTYPE,SOUTH,MATT,QUEEN,SOUTH,200.00
Z0LAPE2ET1-3684,SPLIT CK PRELUDE II E/T,SOUTH,MATT,SPLCAK,SOUTH,222.00
Z0LAPE2ET1-3974,TWIN PRELUDE II E/T,SOUTH,MATT,TWIN,SOUTH,206.00
Z0LAPE2ET1-3980,TWINXL PRELUDE II E/T,SOUTH,MATT,TWINXL,SOUTH,222.00
Z0LAPE2ET1-5474,FULL PRELUDE II E/T,SOUTH,MATT,FULL,SOUTH,258.00
Z0LAPE2ET1-5480XL,FULLXL PRELUDE II E/T,SOUTH,MATT,FULLXL,SOUTH,265.00
Z0LAPE2ET1-6080,QUEEN PRELUDE II E/T,SOUTH,MATT,QUEEN,SOUTH,265.00
Z0LAPE2ET1-7284,CAKING PRELUDE II E/T,SOUTH,MATT,CAKING,SOUTH,360.00
Z0LAPE2ET1-7680,E KING PRELUDE II E/T,SOUTH,MATT,KING,SOUTH,360.00
Z0LAPE2FT1-3974,TWIN PRELUDE II FIRM,SOUTH,MATT,TWIN,SOUTH,206.00
Z0LAPE2FT1-3980,TWINXL PRELUDE II FIRM,SOUTH,MATT,TWINXL,SOUTH,222.00
Z0LAPE2FT1-5474,FULL PRELUDE II FIRM,SOUTH,MATT,FULL,SOUTH,258.00
Z0LAPE2FT1-5480XL,FULLXL PRELUDE II FIRM,SOUTH,MATT,FULLXL,SOUTH,265.00
Z0LAPE2FT1-6080,QUEEN PRELUDE II FIRM,SOUTH,MATT,QUEEN,SOUTH,265.00
Z0LAPE2FT1-7284,CAKING PRELUDE II FIRM,SOUTH,MATT,CAKING,SOUTH,360.00
Z0LAPE2FT1-7680,E KING PRELUDE II FIRM,SOUTH,MATT,KING,SOUTH,360.00
Z0SGTT1PT1-6080,QUEEN TOBERT ULTRA HYBRID,SOUTH,MATT,QUEEN,SOUTH,863.00
Z0WBBXX1W4-3080,"SPLIT QU LP WILLETT BLK FND 4""",SOUTH,FOUND,QUFND,SOUTH,71.00
Z0WBBXX1W4-3684,"SPLIT CK LP WILLETT BLK FND 4""",SOUTH,FOUND,SCKFND,SOUTH,71.00
Z0WBBXX1W4-3974,"TWIN LP WILLETT BLACK FND 4""",SOUTH,FOUND,TWFND,SOUTH,69.00
Z0WBBXX1W4-3980,"TWINXL LP WILLETT BLACK FND 4""",SOUTH,FOUND,TXLFND,SOUTH,71.00
Z0WBBXX1W4-5475,"FULL LP WILLETT BLACK FND 4""",SOUTH,FOUND,FUFND,SOUTH,79.00
Z0WBBXX1W4-5480,"FULLXL WILLETT LP BLACK FND 4""",SOUTH,FOUND,FXLFND,SOUTH,87.00
Z0WBBXX1W4-6080,"QUEEN LP WILLETT BLACK FND 4""",SOUTH,FOUND,QUFND,SOUTH,87.00
Z0WBBXX1W9-3080,"SPLIT QU WILLETT BLACK FND 9""",SOUTH,FOUND,QUFND,SOUTH,71.00
Z0WBBXX1W9-3684,"SPLIT CK WILLETT BLACK FND 9""",SOUTH,FOUND,SCKFND,SOUTH,71.00
Z0WBBXX1W9-3974,"TWIN WILLETT BLACK FND 9""",SOUTH,FOUND,TWFND,SOUTH,69.00
Z0WBBXX1W9-3980,"TWINXL WILLETT BLACK FND 9""",SOUTH,FOUND,TXLFND,SOUTH,71.00
Z0WBBXX1W9-5474,"FULL WILLETT BLACK FND 9""",SOUTH,FOUND,FUFND,SOUTH,79.00
Z0WBBXX1W9-5480,"FULLXL WILLETT BLACK FND 9""",SOUTH,FOUND,FXLFND,SOUTH,87.00
Z0WBBXX1W9-6080,"QUEEN WILLETT BLACK FND 9""",SOUTH,FOUND,QUFND,SOUTH,87.00
Z1ENGR1PP1-1824,18X24 GRENADIER PT (DISPLAY),SOUTH,SUPPLY,SUPPLY,SOUTH,0.00
Z2SAAY4PB1-3684,SPLIT CK ANNIVERSARY LATEX BT,SOUTH,MATT,SPLCAK,SOUTH,770.00
Z2SAAY4PB1-3974,TWIN ANNIVERSARY LATEX BT,SOUTH,MATT,TWIN,SOUTH,757.00
Z2SAAY4PB1-3980,TWINXL ANNIVERSARY LATEX BT,SOUTH,MATT,TWINXL,SOUTH,770.00
Z2SAAY4PB1-5474,FULL ANNIVERSARY LATEX BT,SOUTH,MATT,FULL,SOUTH,947.00
Z2SAAY4PB1-6080,QUEEN ANNIVERSARY LATEX BT,SOUTH,MATT,QUEEN,SOUTH,980.00
Z2SAAY4PB1-7284,CAKING ANNIVERSARY LATEX BT,SOUTH,MATT,CAKING,SOUTH,1191.00
Z2SAAY4PB1-7680,E KING ANNIVERSARY LATEX BT,SOUTH,MATT,KING,SOUTH,1191.00
Z2SACC4PE1-6080,QUEEN COOL COMFORT PLUSH,SOUTH,MATT,QUEEN,SOUTH,904.00
Z2SASM4FE1-3974,TWIN STOCKHOLM LATEX FM,SOUTH,MATT,TWIN,SOUTH,757.00
Z2SASM4FE1-3980,TWINXL STOCKHOLM LATEX FM,SOUTH,MATT,TWINXL,SOUTH,770.00
Z2SASM4FE1-5474,FULL STOCKHOLM LATEX FM,SOUTH,MATT,FULL,SOUTH,947.00
Z2SASM4FE1-6080,QUEEN STOCKHOLM LATEX FM,SOUTH,MATT,QUEEN,SOUTH,980.00
Z2SASM4FE1-7284,CAKING STOCKHOLM LATEX FM,SOUTH,MATT,CAKING,SOUTH,1191.00
Z2SASM4FE1-7680,E KING STOCKHOLM LATEX FM,SOUTH,MATT,KING,SOUTH,1191.00
Z2SASM4PB1-3684,SPLIT CK SANDMAHN LATEX B/T,SOUTH,MATT,SPLCAK,SOUTH,1142.00
Z2SASM4PB1-3974,TWIN SANDMAHN LATEX B/T,SOUTH,MATT,TWIN,SOUTH,1115.00
Z2SASM4PB1-3980,TWINXL SANDMAHN LATEX B/T,SOUTH,MATT,TWINXL,SOUTH,1142.00
Z2SASM4PB1-5474,FULL SANDMAHN LATEX B/T,SOUTH,MATT,FULL,SOUTH,1629.00
Z2SASM4PB1-6080,QUEEN SANDMAHN LATEX B/T,SOUTH,MATT,QUEEN,SOUTH,1642.00
Z2SASM4PB1-7284,CAKING SANDMAHN LATEX B/T,SOUTH,MATT,CAKING,SOUTH,1898.00
Z2SASM4PB1-7680,E KING SANDMAHN LATEX B/T,SOUTH,MATT,KING,SOUTH,1898.00
Z6SBBXX1S4-3080,"SPLIT QU SMOKEY BLACK FND 5""",SOUTH,FOUND,QUFND,SOUTH,50.00
Z6SBBXX1S4-3684,"SPLIT CK LP SMOKEY BLK FND 5""",SOUTH,FOUND,SCKFND,SOUTH,70.00
Z6SBBXX1S4-3974,"TWIN LP SMOKEY BLACK FND 5""",SOUTH,FOUND,TWFND,SOUTH,68.00
Z6SBBXX1S4-3980,"TWINXL LP SMOKEY BLACK FND 5""",SOUTH,FOUND,TXLFND,SOUTH,70.00
Z6SBBXX1S4-5475,"FULL LP SMOKEY BLACK FND 5""",SOUTH,FOUND,FUFND,SOUTH,78.00
Z6SBBXX1S4-5480,"FULLXL LP SMOKEY BLACK FND 5""",SOUTH,FOUND,FXLFND,SOUTH,85.00
Z6SBBXX1S4-6080,"QUEEN LP SMOKEY BLACK FND 5""",SOUTH,FOUND,QUFND,SOUTH,85.00
